Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Eremenko, Svetlana",ENG 100B - Engineering Leadership (A),SP16,19,7,83.3%,100.0%,2.83,A- (3.83),N/A
"Steck, Jamie Bradley",ENG 100D - Design for Development (A),SP16,57,16,93.8%,93.8%,4.63,A- (3.73),B+ (3.70)
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (B),SP16,57,54,86.8%,92.5%,4.42,B+ (3.60),A- (3.71)
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (C),SP16,54,52,98.1%,98.1%,6.82,A- (3.71),A- (3.96)
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (D),SP16,59,56,100.0%,98.2%,4.82,B+ (3.69),A- (3.86)
"Griswold, William G.",ENG 100L - Design for Development Lab (A),SP16,18,5,100.0%,100.0%,4.00,A (4.00),N/A
"Smith, David M.",ENG 100L - Design for Development Lab (C),SP16,20,7,100.0%,100.0%,4.83,A (4.00),A (4.00)
"Kleissl, Jan",ENG 100L - Design for Development Lab (D),SP16,22,4,100.0%,100.0%,3.00,A (4.00),A- (3.90)
"Cruz, Edwin Teddy",ENG 100L - Design for Development Lab (F),SP16,12,4,100.0%,100.0%,3.17,A (4.00),N/A
"Bratton, Maryann",ENG 100L - Design for Development Lab (G),SP16,17,7,100.0%,100.0%,3.17,A (4.00),N/A
"de Oliveira, Mauricio",ENG 100L - Design for Development Lab (H),SP16,13,3,100.0%,100.0%,5.83,A (4.00),N/A
"Voelker, Geoffrey M.",ENG 100L - Design for Development Lab (I),SP16,8,3,100.0%,100.0%,3.17,B+ (3.67),N/A
"Bratton, Maryann",ENG 100L - Design for Development Lab (J),SP16,14,5,100.0%,100.0%,6.50,A (4.00),N/A
"Coimbra, Carlos F.",ENG 100L - Design for Development Lab (K),SP16,14,4,100.0%,50.0%,9.83,A (4.00),N/A
"Coimbra, Carlos F.",ENG 3 - Orientation to Engineering III (B),SP16,34,13,100.0%,100.0%,0.90,N/A,N/A
"Chien, Shu",BENG 1 - Introduction to Bioengineering (A),WI16,183,139,92.6%,94.1%,2.72,A (4.00),N/A
"Lal, Ratnesh",BENG 112A - Tissue Biomechanics (A),WI16,55,50,60.0%,58.0%,5.26,B+ (3.63),B+ (3.33)
"Huang, Xiaohua",BENG 120 - Org Chem-Structural & Design (A),WI16,29,15,100.0%,64.3%,5.21,B+ (3.57),B+ (3.69)
"Wang, Yingxiao",BENG 120 - Org Chem-Structural & Design (A),WI16,29,15,100.0%,100.0%,5.21,B+ (3.57),B+ (3.69)
"Palsson, Bernhard O.",BENG 123 - Dynamic Simulatn in Bioeng (A),WI16,56,23,78.3%,73.9%,10.15,B+ (3.30),B+ (3.38)
"Cabrales, Pedro",BENG 129B - Design Implmnt Cell Systm BENG (A),WI16,17,4,66.7%,66.7%,20.50,A (4.00),N/A
"Engler, Adam J.",BENG 129B - Design Implmnt Cell Systm BENG (A),WI16,17,4,66.7%,66.7%,0.50,A (4.00),N/A
"Huang, Xiaohua",BENG 130 - Biotech Thermodynamics & Kinet (A),WI16,184,64,72.1%,52.5%,6.53,B (3.29),B+ (3.59)
"Cabrales, Pedro",BENG 140A - Bioengineering Physiology (A),WI16,119,41,97.5%,92.5%,7.37,B+ (3.38),B+ (3.49)
"Cabrales, Pedro",BENG 147B - Design Implmntatn Neural Engin (A),WI16,23,6,83.3%,100.0%,8.90,A (4.00),B+ (3.68)
"Cauwenberghs, Gert",BENG 147B - Design Implmntatn Neural Engin (A),WI16,23,6,83.3%,100.0%,8.90,A (4.00),B+ (3.68)
"Wheeler, Bruce Christopher",BENG 152 - BioSystems Engineering Lab (A),WI16,35,4,100.0%,100.0%,7.00,A- (3.75),B+ (3.57)
"Zhang, Kun",BENG 161B - Biochemical Engineering (A),WI16,51,42,85.4%,82.9%,7.39,B+ (3.43),B+ (3.57)
"Wang, Yingxiao",BENG 168 - Biomolecular Engineering (A),WI16,54,21,90.5%,76.2%,6.80,B+ (3.52),B+ (3.69)
"Cabrales, Pedro",BENG 179B - Design Implmnt Bioinstrumntatn (A),WI16,15,3,100.0%,100.0%,11.83,A (4.00),N/A
"Gough, David A.",BENG 179B - Design Implmnt Bioinstrumntatn (A),WI16,15,3,100.0%,100.0%,10.50,A (4.00),N/A
"Pevzner, Pavel Arkadjevich",BENG 181 - Molecular Sequence Analysis (A),WI16,32,11,80.0%,80.0%,18.90,B+ (3.40),B (3.06)
"Omens, Jeffrey Howard",BENG 186B - Princpls/Bioinstrumentatn Desn (A),WI16,72,30,100.0%,92.9%,7.69,B+ (3.62),B+ (3.43)
"Cabrales, Pedro",BENG 187C - BENG Design Proj:Implemntation (A),WI16,114,22,90.9%,90.9%,7.30,A- (3.94),N/A
"Engler, Adam J.",BENG 87 - Freshman Seminar (A),WI16,20,18,94.4%,100.0%,2.38,A (4.00),N/A
"Gough, David A.",BENG 87 - Freshman Seminar (B),WI16,19,11,100.0%,90.0%,1.30,A (4.00),N/A
"Lubarda, Vlado",CENG 101B - Heat Transfer (A),WI16,257,136,89.1%,78.9%,6.92,B+ (3.44),B+ (3.51)
"Opatkiewicz, Justin Paul",CENG 102 - Chemical Engin Thermodynamics (A),WI16,136,128,97.6%,99.2%,7.86,B+ (3.46),B+ (3.31)
"Ong, Shyue Ping",CENG 114 - Prob and Stat Methods for Eng (A),WI16,183,156,77.1%,79.1%,6.73,B (3.26),B (3.05)
"Fakhimi, Sourena",CENG 124A - Chem Plant & Process Design I (A),WI16,194,110,57.5%,17.9%,5.67,B+ (3.40),B+ (3.50)
"Opatkiewicz, Justin Paul",CENG 124A - Chem Plant & Process Design I (A),WI16,194,111,58.3%,98.1%,5.72,B+ (3.42),B+ (3.50)
"Lipomi, Darren John",CENG 134 - Polymeric Materials (A),WI16,72,32,93.5%,100.0%,6.22,B+ (3.52),B+ (3.41)
"Drews, Aaron",CENG 176A - Chem Engineerng Process Lab I (A),WI16,136,90,97.8%,100.0%,8.54,B+ (3.61),B+ (3.61)
"Yang, Kesong",CENG 176A - Chem Engineerng Process Lab I (A),WI16,136,86,97.6%,91.6%,8.48,B+ (3.58),B+ (3.61)
"Zhang, Liangfang",CENG 176A - Chem Engineerng Process Lab I (A),WI16,136,84,97.6%,93.8%,8.40,B+ (3.56),B+ (3.61)
"Drews, Aaron",CENG 176A - Chem Engineerng Process Lab I (B),WI16,60,45,97.8%,95.6%,9.03,B+ (3.53),B+ (3.61)
"Yang, Kesong",CENG 176A - Chem Engineerng Process Lab I (B),WI16,60,43,97.7%,86.0%,8.73,B+ (3.51),B+ (3.61)
"Zhang, Liangfang",CENG 176A - Chem Engineerng Process Lab I (B),WI16,60,43,97.7%,88.4%,8.73,B+ (3.51),B+ (3.61)
"Eremenko, Svetlana",ENG 100B - Engineering Leadership (A),WI16,24,9,66.7%,88.9%,1.83,B+ (3.50),A- (3.98)
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (A),WI16,54,53,96.2%,100.0%,6.08,A- (3.71),A- (3.84)
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (B),WI16,52,52,96.2%,98.1%,5.72,A- (3.76),A- (3.84)
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (C),WI16,52,51,90.2%,92.2%,5.11,A- (3.86),A- (3.84)
"Bratton, Maryann",ENG 100L - Design for Development Lab (0),WI16,27,18,100.0%,100.0%,4.93,A (4.00),A- (3.93)
"Coimbra, Carlos F.",ENG 100L - Design for Development Lab (0),WI16,14,4,100.0%,50.0%,5.50,A (4.00),N/A
"Cruz, Edwin Teddy",ENG 100L - Design for Development Lab (0),WI16,8,3,100.0%,100.0%,3.50,A (4.00),N/A
"de Oliveira, Mauricio",ENG 100L - Design for Development Lab (0),WI16,8,3,100.0%,100.0%,5.83,A (4.00),N/A
"Griswold, William G.",ENG 100L - Design for Development Lab (0),WI16,13,4,100.0%,100.0%,5.00,A (4.00),N/A
"Kleissl, Jan",ENG 100L - Design for Development Lab (0),WI16,20,7,100.0%,100.0%,2.21,A (4.00),A (4.00)
"Smith, David M.",ENG 100L - Design for Development Lab (0),WI16,20,10,100.0%,100.0%,6.00,A (4.00),A (4.00)
"Graeve, Olivia A",ENG 2 - Orientation to Engineering II (A),WI16,11,4,100.0%,100.0%,1.00,N/A,N/A
"Coimbra, Carlos F.",ENG 2 - Orientation to Engineering II (B),WI16,35,18,88.2%,100.0%,1.21,A (4.00),N/A
"Mc Culloch, Andrew Douglas",BENG 110 - Foundation of Biomechanics (A),FA15,112,39,80.6%,69.4%,7.68,B+ (3.50),A- (3.77)
"Cabrales, Pedro",BENG 119A - Design Develop.in Biomechanics (A),FA15,13,3,66.7%,100.0%,6.50,B+ (3.67),N/A
"Sah, Robert Lie-Yuan",BENG 119A - Design Develop.in Biomechanics (A),FA15,13,3,66.7%,100.0%,6.50,B+ (3.67),N/A
"Metallo, Christian Michael",BENG 122A - Biosystems and Control (A),FA15,64,20,94.7%,100.0%,7.03,B+ (3.58),B+ (3.49)
"Cabrales, Pedro",BENG 128A - Design Dev.Genetc Circuit BENG (A),FA15,8,3,100.0%,100.0%,11.50,A (4.00),N/A
"Palsson, Bernhard O.",BENG 128A - Design Dev.Genetc Circuit BENG (A),FA15,8,3,100.0%,100.0%,11.50,A (4.00),N/A
"Cabrales, Pedro",BENG 129A - Design Develp.Cell System BENG (A),FA15,17,4,100.0%,75.0%,5.83,A (4.00),N/A
"Engler, Adam J.",BENG 129A - Design Develp.Cell System BENG (A),FA15,16,4,100.0%,100.0%,5.83,A (4.00),N/A
"Mali, Prashant Gulab Ram",BENG 129A - Design Develp.Cell System BENG (A),FA15,16,4,100.0%,100.0%,5.83,A (4.00),N/A
"Coleman, Todd Prentice",BENG 134 - Measurements/Stats/Probability (A),FA15,40,20,84.2%,68.4%,9.50,B (3.05),B (3.23)
"Cabrales, Pedro",BENG 139A - Design Develpmt Molecular BENG (A),FA15,12,5,75.0%,100.0%,6.00,B+ (3.50),N/A
"Gough, David A.",BENG 139A - Design Develpmt Molecular BENG (A),FA15,12,5,75.0%,75.0%,6.00,B+ (3.50),N/A
"Mali, Prashant Gulab Ram",BENG 139A - Design Develpmt Molecular BENG (A),FA15,12,5,75.0%,100.0%,6.00,B+ (3.50),N/A
"Lal, Ratnesh",BENG 141 - Biomedical Optics and Imaging (A),FA15,38,34,88.2%,85.3%,5.56,A- (3.79),B+ (3.50)
"Cabrales, Pedro",BENG 147A - Design Develpmnt in Neural Eng (A),FA15,24,5,100.0%,100.0%,8.10,A (4.00),A- (3.81)
"Cauwenberghs, Gert",BENG 147A - Design Develpmnt in Neural Eng (A),FA15,25,5,100.0%,100.0%,8.10,A (4.00),A- (3.81)
"Cabrales, Pedro",BENG 148A - Design Developmnt Cardiac BENG (A),FA15,13,4,100.0%,100.0%,7.17,A (4.00),N/A
"Fraley, Stephanie I.",BENG 161A - Bioreactor Engineering (A),FA15,55,52,96.2%,94.2%,9.15,B (3.16),B- (2.84)
"Mali, Prashant Gulab Ram",BENG 162 - Biotechnology Laboratory (A),FA15,58,26,81.0%,95.2%,6.90,B+ (3.60),B+ (3.53)
"Mercola, Mark",BENG 162 - Biotechnology Laboratory (A),FA15,58,27,81.0%,95.2%,6.90,B+ (3.60),B+ (3.53)
"Varghese, Shyni",BENG 166A - Cell and Tissue Engineering (A),FA15,57,53,96.2%,98.1%,5.56,A- (3.72),B (3.22)
"Cabrales, Pedro",BENG 179A - Design Develop.Bioinstrumntatn (A),FA15,15,4,100.0%,100.0%,8.50,A (4.00),N/A
"Gough, David A.",BENG 179A - Design Develop.Bioinstrumntatn (A),FA15,16,4,100.0%,100.0%,8.50,A (4.00),N/A
"Zhong, Sheng",BENG 183 - Applied Genomic Technologies (A),FA15,57,57,84.2%,87.7%,4.43,B+ (3.42),A- (3.75)
"Cabrales, Pedro",BENG 187B - BENG Design Project:Developmnt (B),FA15,114,35,96.8%,96.8%,7.47,A- (3.75),N/A
"Mercola, Mark",BENG 187B - BENG Design Project:Developmnt (B),FA15,115,36,96.8%,77.4%,7.47,A- (3.75),N/A
"Engler, Adam J.",BENG 193 - Clinical Bioengineering (A),FA15,12,3,100.0%,100.0%,2.50,B+ (3.67),N/A
"Wheeler, Bruce Christopher",BENG 2 - Intro Computer Prog & MATLAB (A),FA15,30,13,70.0%,80.0%,5.30,B+ (3.45),B+ (3.55)
"Varghese, Shyni",BENG 87 - Freshman Seminar (A),FA15,14,10,100.0%,88.9%,0.50,A (4.00),N/A
"Mc Culloch, Andrew Douglas",BENG 87 - Freshman Seminar (B),FA15,15,7,100.0%,100.0%,0.50,A (4.00),N/A
"Omens, Jeffrey Howard",BENG 87 - Freshman Seminar (B),FA15,15,7,100.0%,100.0%,0.50,A (4.00),N/A
"Schmid-Schoenbein, Geert W",BENG 87 - Freshman Seminar (C),FA15,18,11,90.9%,100.0%,2.32,A (4.00),N/A
"Talbot, Jan B",CENG 1 - Scope of Chemical Engineering (A),FA15,144,71,81.3%,92.2%,1.20,B+ (3.59),N/A
"Fakhimi, Sourena",CENG 100 - Process Modl&Computn/Chem Engn (A),FA15,177,119,58.8%,0.9%,7.98,C+ (2.55),B- (2.71)
"Fenning, David",CENG 101A - Introductory Fluid Mechanics (A),FA15,201,163,85.2%,90.7%,12.08,B (3.19),B- (2.99)
"Miller, David R.",CENG 101A - Introductory Fluid Mechanics (A),FA15,196,167,83.6%,64.2%,12.01,B (3.18),B- (2.99)
"Drews, Aaron",CENG 101A - Introductory Fluid Mechanics (B),FA15,115,100,88.0%,99.0%,12.70,B (3.18),B (3.04)
"Opatkiewicz, Justin Paul",CENG 120 - Chemical Process Dynmics&Cntrl (A),FA15,194,173,92.5%,97.1%,9.23,B+ (3.32),B (3.23)
"Opatkiewicz, Justin Paul",CENG 122 - Separation Processes (A),FA15,200,179,90.8%,93.7%,9.71,B (3.08),B (3.11)
"Lubarda, Vlado",CENG 15 - Engin. Comp Using MATLAB (A),FA15,55,31,77.4%,74.2%,4.76,B+ (3.55),B (3.27)
"Lubarda, Vlado",CENG 15 - Engin. Comp Using MATLAB (B),FA15,62,29,92.3%,80.8%,5.73,B+ (3.42),B (3.27)
"Drews, Aaron",CENG 4 - Experience Chemical Eng (A),FA15,17,13,100.0%,100.0%,0.50,A (4.00),N/A
"Hayden, Marina Calvet",ENG 1 - Orientation to Engineering I (A),FA15,48,25,58.3%,91.7%,1.58,A (4.00),N/A
"Coimbra, Carlos F.",ENG 1 - Orientation to Engineering I (B),FA15,50,23,85.0%,95.0%,1.06,A (4.00),N/A
"Coleman, Todd Prentice",ENG 1 - Orientation to Engineering I (C),FA15,30,14,83.3%,75.0%,0.83,B+ (3.50),N/A
"Graeve, Olivia A",ENG 1 - Orientation to Engineering I (D),FA15,10,6,50.0%,75.0%,1.00,B (3.00),N/A
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (A),FA15,54,50,85.7%,95.9%,5.79,A- (3.76),A- (3.83)
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (B),FA15,52,51,92.2%,96.1%,4.78,A- (3.76),A- (3.83)
"Ferrante, Jeanne",ENG 100D - Design for Development (D),FA15,51,50,90.0%,98.0%,4.10,A- (3.78),B+ (3.54)
"Bratton, Maryann",ENG 100L - Design for Development Lab (0),FA15,20,12,91.7%,83.3%,4.50,A (4.00),A- (3.95)
"Coimbra, Carlos F.",ENG 100L - Design for Development Lab (0),FA15,9,6,100.0%,100.0%,2.50,A (4.00),N/A
"Griswold, William G.",ENG 100L - Design for Development Lab (0),FA15,7,3,100.0%,50.0%,5.50,A (4.00),N/A
"Kleissl, Jan",ENG 100L - Design for Development Lab (0),FA15,9,4,100.0%,75.0%,2.00,A (4.00),N/A
"Smith, David M.",ENG 100L - Design for Development Lab (0),FA15,14,6,100.0%,100.0%,5.00,A (4.00),N/A
"Opatkiewicz, Justin Paul",CENG 114 - Prob and Stat Methods for Eng (A),S215,75,65,93.8%,100.0%,8.15,B+ (3.40),B (3.29)
"Opatkiewicz, Justin Paul",CENG 100 - Process Modl&Computn/Chem Engn (A),S115,55,40,97.5%,100.0%,9.25,B (3.08),B (3.21)
"Coleman, Todd Prentice",BENG 100 - Intro to Bioengineering Design (A),SP15,146,62,53.4%,67.2%,10.95,B (3.14),B (3.08)
"Huang, Xiaohua",BENG 102 - Moleculr Components Living Sys (A),SP15,37,12,91.7%,91.7%,5.33,B+ (3.50),A- (3.79)
"Sah, Robert Lie-Yuan",BENG 103B - Bioengineering Mass Transfer (A),SP15,121,42,75.6%,51.2%,9.27,B (3.23),B+ (3.31)
"Engler, Adam J.",BENG 112B - Biomechanics II (A),SP15,59,48,93.8%,100.0%,9.01,B+ (3.38),B (3.20)
"Hasty, Jeff M",BENG 125 - Modeling & Computatio/Bioengr (A),SP15,119,26,91.3%,95.7%,7.02,B+ (3.65),B (3.08)
"Silva, Gabriel",BENG 140B - Bioengineering Physiology (A),SP15,62,23,100.0%,100.0%,7.00,A- (3.75),A- (3.72)
"Zhang, Kun",BENG 160 - Chem & Molecular BENG Techniqs (A),SP15,58,29,96.3%,96.3%,5.04,B+ (3.64),B+ (3.57)
"Wang, Yingxiao",BENG 168 - Biomolecular Engineering (A),SP15,60,18,94.4%,94.4%,6.15,B+ (3.38),B+ (3.61)
"Cabrales, Pedro",BENG 172 - Bioengineering Laboratory (A),SP15,55,16,81.3%,100.0%,11.79,B+ (3.67),B+ (3.31)
"Omens, Jeffrey Howard",BENG 172 - Bioengineering Laboratory (A),SP15,55,16,86.7%,100.0%,11.73,B+ (3.64),B+ (3.31)
"Christman, Karen",BENG 186A - Principles/Biomaterials Design (A),SP15,106,23,69.6%,69.6%,6.77,B+ (3.61),B- (2.97)
"Cabrales, Pedro",BENG 187A - BENG Design Project: Planning (A),SP15,114,32,93.3%,96.7%,1.54,A- (3.80),N/A
"Cabrales, Pedro",BENG 187D - BENG Design Proj:Presentation (A),SP15,101,17,100.0%,100.0%,4.50,A- (3.94),A- (3.92)
"Arya, Gaurav",CENG 101C - Mass Transfer (A),SP15,204,71,91.0%,80.6%,6.74,B+ (3.52),B (3.02)
"Opatkiewicz, Justin Paul",CENG 113 - Chemical Reaction Engineering (A),SP15,277,256,86.6%,95.7%,10.84,B+ (3.31),B- (2.96)
"Talbot, Jan B",CENG 124B - Chem Plant & Process Design II (A),SP15,129,93,83.7%,80.4%,6.46,B+ (3.68),B+ (3.64)
"Drews, Aaron",CENG 176B - Chem Engineerng Process Lab II (A),SP15,130,123,95.9%,99.2%,7.54,A- (3.72),A- (3.86)
"Opatkiewicz, Justin Paul",CENG 176B - Chem Engineerng Process Lab II (A),SP15,130,120,95.8%,97.5%,7.57,A- (3.72),A- (3.86)
"Yang, Kesong",CENG 176B - Chem Engineerng Process Lab II (A),SP15,130,119,95.8%,86.4%,7.54,A- (3.72),A- (3.86)
"Eremenko, Svetlana",ENG 100B - Engineering Leadership (A),SP15,9,5,100.0%,100.0%,3.00,A- (3.75),N/A
"Tu, Charles",ENG 100D - Design for Development (A),SP15,59,29,82.1%,67.9%,3.91,B+ (3.65),B+ (3.42)
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (B),SP15,57,56,92.9%,96.4%,5.02,A- (3.78),A- (3.90)
"Bratton, Maryann",ENG 100L - Design for Development Lab (0),SP15,24,11,100.0%,100.0%,4.14,A- (3.91),A- (3.88)
"Coimbra, Carlos F.",ENG 100L - Design for Development Lab (0),SP15,9,3,100.0%,66.7%,5.17,A (4.00),N/A
"Cruz, Edwin Teddy",ENG 100L - Design for Development Lab (0),SP15,15,3,100.0%,100.0%,4.50,A (4.00),N/A
"Griswold, William G.",ENG 100L - Design for Development Lab (0),SP15,13,3,100.0%,100.0%,3.83,A (4.00),N/A
"Kleissl, Jan",ENG 100L - Design for Development Lab (0),SP15,13,8,87.5%,75.0%,2.75,A- (3.88),N/A
"Smith, David M.",ENG 100L - Design for Development Lab (0),SP15,19,6,100.0%,100.0%,5.70,A (4.00),N/A
"Voelker, Geoffrey M.",ENG 100L - Design for Development Lab (0),SP15,6,5,75.0%,50.0%,2.50,B (3.25),N/A
"Hayden, Marina Calvet",ENG 3 - Orientation to Engineering III (A),SP15,16,4,100.0%,100.0%,0.50,N/A,N/A
"Coimbra, Carlos F.",ENG 3 - Orientation to Engineering III (B),SP15,35,12,100.0%,100.0%,1.10,N/A,N/A
"Chien, Shu",BENG 1 - Introduction to Bioengineering (A),WI15,185,88,84.8%,92.4%,2.19,B+ (3.67),N/A
"Omens, Jeffrey Howard",BENG 109 - BENG Statics & Dynamics (A),WI15,82,40,67.6%,94.6%,6.50,B+ (3.57),B (3.23)
"Lal, Ratnesh",BENG 112A - Biomechanics I (A),WI15,55,51,82.0%,68.0%,4.73,A- (3.78),A- (3.97)
"Subramaniam, Shankar",BENG 120 - Org Chem-Structural & Design (A),WI15,41,18,82.4%,94.1%,7.68,B+ (3.41),B+ (3.66)
"Metallo, Christian Michael",BENG 122A - Biosystems and Control (A),WI15,54,10,100.0%,88.9%,6.06,A- (3.78),B+ (3.34)
"Palsson, Bernhard O.",BENG 123 - Systems Biology & Bioenginring (A),WI15,59,25,75.0%,79.2%,9.80,B (3.23),B- (2.99)
"Cabrales, Pedro",BENG 128B - Design Implmnt Genetic Circuit (A),WI15,8,3,100.0%,100.0%,7.17,A (4.00),N/A
"Wang, Yingxiao",BENG 128B - Design Implmnt Genetic Circuit (A),WI15,8,3,100.0%,100.0%,7.17,A (4.00),N/A
"Zhong, Sheng",BENG 128B - Design Implmnt Genetic Circuit (A),WI15,8,3,100.0%,100.0%,7.17,A (4.00),N/A
"Subramaniam, Shankar",BENG 130 - Biotech Thermodynamics & Kinet (A),WI15,129,41,87.5%,95.0%,7.05,B+ (3.58),B+ (3.59)
"Zhong, Sheng",BENG 130 - Biotech Thermodynamics & Kinet (A),WI15,129,40,87.2%,66.7%,6.96,B+ (3.56),B+ (3.59)
"Cabrales, Pedro",BENG 140A - Bioengineering Physiology (A),WI15,82,30,85.2%,100.0%,7.35,A- (3.81),B+ (3.61)
"Cabrales, Pedro",BENG 148B - Design Implmntatn Cardiac BENG (A),WI15,13,3,100.0%,100.0%,18.50,A (4.00),N/A
"Mercola, Mark",BENG 148B - Design Implmntatn Cardiac BENG (A),WI15,13,3,100.0%,100.0%,18.50,A (4.00),N/A
"Varghese, Shyni",BENG 148B - Design Implmntatn Cardiac BENG (A),WI15,13,3,100.0%,0.0%,18.50,A (4.00),N/A
"Metallo, Christian Michael",BENG 161B - Biochemical Engineering (A),WI15,56,15,86.7%,93.3%,7.70,B+ (3.47),B+ (3.34)
"Zhang, Kun",BENG 161B - Biochemical Engineering (A),WI15,56,15,86.7%,60.0%,7.70,B+ (3.47),B+ (3.34)
"Cabrales, Pedro",BENG 179B - Design Implmnt Bioinstrumntatn (A),WI15,12,4,75.0%,100.0%,3.00,A (4.00),N/A
"Cauwenberghs, Gert",BENG 179B - Design Implmnt Bioinstrumntatn (A),WI15,12,4,75.0%,100.0%,3.00,A (4.00),N/A
"Coleman, Todd Prentice",BENG 179B - Design Implmnt Bioinstrumntatn (A),WI15,12,4,75.0%,75.0%,3.00,A (4.00),N/A
"Pevzner, Pavel Arkadjevich",BENG 181 - Molecular Sequence Analysis (A),WI15,14,7,100.0%,100.0%,13.93,B (3.29),N/A
"Cauwenberghs, Gert",BENG 186B - Princpls/Bioinstrumentatn Desn (A),WI15,56,21,95.2%,90.5%,9.20,B (3.25),B+ (3.52)
"Cabrales, Pedro",BENG 187C - BENG Design Proj:Implemntation (A),WI15,101,18,88.9%,94.4%,6.15,A (4.00),A- (3.92)
"Christman, Karen",BENG 191 - Senior Sem I: Professnl Issues (A),WI15,32,9,77.8%,88.9%,1.39,A (4.00),N/A
"Hasty, Jeff M",BENG 2 - Intro Computer Prog & MATLAB (A),WI15,29,10,100.0%,70.0%,3.83,A- (3.80),B+ (3.45)
"Gough, David A.",BENG 87 - Freshman Seminar (A),WI15,17,7,83.3%,83.3%,0.50,A (4.00),N/A
"Engler, Adam J.",BENG 87 - Freshman Seminar (B),WI15,17,9,100.0%,100.0%,0.50,N/A,N/A
"Lubarda, Vlado",CENG 101B - Heat Transfer (A),WI15,203,92,88.1%,70.2%,6.07,B+ (3.33),B (3.10)
"Opatkiewicz, Justin Paul",CENG 102 - Chemical Engin Thermodynamics (A),WI15,267,253,96.8%,97.6%,8.61,B+ (3.51),B+ (3.31)
"Ong, Shyue Ping",CENG 114 - Prob and Stat Methods for Eng (A),WI15,69,63,77.8%,69.8%,7.22,B (3.13),B- (2.92)
"Opatkiewicz, Justin Paul",CENG 124A - Chem Plant & Process Design I (A),WI15,129,118,91.5%,98.3%,10.08,B+ (3.53),B+ (3.69)
"Lipomi, Darren John",CENG 134 - Polymeric Materials (A),WI15,66,32,87.5%,93.8%,5.75,B+ (3.52),B (3.20)
"Yang, Kesong",CENG 15 - Engin. Comp Using MATLAB (A),WI15,55,23,91.3%,65.2%,5.63,B+ (3.45),B (3.19)
"Drews, Aaron",CENG 176A - Chem Engineerng Process Lab I (A),WI15,130,122,94.2%,98.3%,9.77,B+ (3.45),B+ (3.69)
"Yang, Kesong",CENG 176A - Chem Engineerng Process Lab I (A),WI15,130,118,94.0%,88.0%,9.74,B+ (3.45),B+ (3.69)
"Zhang, Liangfang",CENG 176A - Chem Engineerng Process Lab I (A),WI15,130,120,94.1%,85.7%,9.74,B+ (3.45),B+ (3.69)
"Eremenko, Svetlana",ENG 100B - Engineering Leadership (A),WI15,19,15,86.7%,86.7%,4.04,A (4.00),N/A
"Ferrante, Jeanne",ENG 100D - Design for Development (A),WI15,46,42,95.2%,97.6%,5.23,A- (3.83),A- (3.72)
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (B),WI15,39,38,97.4%,100.0%,4.50,A- (3.89),A- (3.87)
"Bratton, Maryann",ENG 100L - Design for Development Lab (A),WI15,23,16,100.0%,100.0%,6.21,A (4.00),A- (3.97)
"Cruz, Edwin Teddy",ENG 100L - Design for Development Lab (A),WI15,16,4,100.0%,100.0%,9.00,A (4.00),N/A
"Griswold, William G.",ENG 100L - Design for Development Lab (A),WI15,12,5,100.0%,100.0%,8.50,A (4.00),N/A
"Kleissl, Jan",ENG 100L - Design for Development Lab (A),WI15,11,7,100.0%,100.0%,3.36,A (4.00),N/A
"Pawlak, Geno Ronald",ENG 100L - Design for Development Lab (A),WI15,6,3,100.0%,100.0%,5.17,A (4.00),N/A
"Smith, David M.",ENG 100L - Design for Development Lab (A),WI15,16,3,100.0%,100.0%,4.50,A (4.00),N/A
"Voelker, Geoffrey M.",ENG 100L - Design for Development Lab (A),WI15,5,4,100.0%,75.0%,3.00,A (4.00),N/A
"Hayden, Marina Calvet",ENG 2 - Orientation to Engineering II (A),WI15,15,9,100.0%,100.0%,0.72,A (4.00),N/A
"Coimbra, Carlos F.",ENG 2 - Orientation to Engineering II (B),WI15,51,21,87.5%,93.8%,0.75,N/A,N/A
"Coleman, Todd Prentice",ENG 2 - Orientation to Engineering II (C),WI15,13,6,40.0%,40.0%,2.10,N/A,N/A
"Hall, David J",BENG 101 - Foundations/Biomedical Imaging (A),FA14,64,52,86.3%,74.5%,5.21,B+ (3.37),B (3.05)
"Lal, Ratnesh",BENG 101 - Foundations/Biomedical Imaging (A),FA14,64,53,86.5%,82.7%,5.15,B+ (3.38),B (3.05)
"Mc Culloch, Andrew Douglas",BENG 110 - Continuum Mechanics (A),FA14,54,25,87.0%,91.3%,8.95,B+ (3.50),B+ (3.36)
"Cabrales, Pedro",BENG 119A - Design Develop.in Biomechanics (A),FA14,10,5,100.0%,100.0%,6.50,A (4.00),N/A
