Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Schnoebelen, Carly Lynn",CHEM 7L,SP19,277,157,0.9670000000000001,0.96,4.54,3.81,3.8
"Leigh, Brian",CHEM 7L,SP19,327,172,0.8909999999999999,0.982,6.89,3.22,3.05
"Brydges, Stacey",CHEM 7LM,SP19,95,53,0.8270000000000001,0.981,7.67,3.62,3.73
"Makale, Milan Theodore",CHEM 93,SP19,26,8,1.0,1.0,1.93,4.0,3.51
"Bussey, Thomas J",CHEM 96,SP19,23,10,1.0,1.0,3.61,3.75,3.58
"Pomeroy, Robert S.",CHEM 100A,WI19,130,52,0.816,0.87,8.85,3.25,3.18
"Pomeroy, Robert S.",CHEM 100B,WI19,29,11,0.9,1.0,9.5,3.6,3.33
"Young, Mark",CHEM 105A,WI19,40,13,0.6,0.6,11.5,3.5,2.86
"Young, Mark",CHEM 105A,WI19,24,9,0.375,0.375,7.25,3.13,2.86
"McHugh, Colleen A",CHEM 109,WI19,44,20,0.9440000000000001,1.0,10.82,3.16,3.44
"McHugh, Colleen A",CHEM 109,WI19,22,11,1.0,1.0,9.23,3.36,3.44
"Komives, Elizabeth A",CHEM 114B,WI19,265,120,0.991,0.991,7.58,3.5,3.24
"Amaro, Rommie E",CHEM 118,WI19,118,59,0.9620000000000001,0.9059999999999999,5.73,3.45,3.14
"Huang, Xuemei",CHEM 12,WI19,60,25,0.773,0.8640000000000001,4.95,3.35,2.96
"Figueroa, Joshua",CHEM 120A,WI19,206,142,0.9209999999999999,0.95,7.0,3.16,2.83
"Paesani, Francesco",CHEM 126,WI19,172,75,0.775,0.9309999999999999,8.5,2.87,2.7
"Weare, John H.",CHEM 131,WI19,92,40,0.243,0.162,7.36,2.28,2.98
"Ternansky, Robert J.",CHEM 143B,WI19,89,36,0.8859999999999999,0.8240000000000001,7.7,3.06,3.37
"McHugh, Colleen A",CHEM 164,WI19,26,10,0.7,0.7,5.7,3.3,3.08
"Amaro, Rommie E",CHEM 167,WI19,110,37,0.794,0.765,6.03,3.18,2.96
"Thiemens, Mark H",CHEM 172,WI19,46,19,0.8420000000000001,0.8420000000000001,6.39,3.47,3.27
"Bertrand, Guy",CHEM 40A,WI19,359,156,0.922,0.9790000000000001,6.44,3.22,2.89
"Hoeger, Carl",CHEM 40A,WI19,189,80,0.8240000000000001,0.77,7.78,2.83,2.59
"Ternansky, Robert J.",CHEM 40B,WI19,58,32,0.633,0.759,8.83,2.6,2.69
"Weizman, Haim",CHEM 40B,WI19,351,163,0.805,0.927,7.61,2.94,2.99
"Schmidt, Valerie A",CHEM 40B,WI19,382,333,0.8059999999999999,0.915,8.07,2.93,2.63
"Hoeger, Carl",CHEM 40B,WI19,205,90,0.852,0.8859999999999999,8.35,2.9,2.7
"Weizman, Haim",CHEM 40BH,WI19,67,42,0.9740000000000001,0.9740000000000001,7.71,3.53,3.5
"Godula, Kamil",CHEM 40C,WI19,189,169,0.8690000000000001,0.9640000000000001,7.58,3.08,2.89
"Klosterman, Jeremy K",CHEM 43A,WI19,266,223,0.7390000000000001,0.7879999999999999,8.07,3.14,2.88
"Klosterman, Jeremy K",CHEM 43A,WI19,179,138,0.6990000000000001,0.691,8.33,3.07,2.88
"Tezcan, Faik",CHEM 6A,WI19,248,129,0.8859999999999999,0.858,5.95,2.82,2.26
"Albizati, Kim F.",CHEM 6A,WI19,425,208,0.8859999999999999,0.8590000000000001,5.37,3.18,2.68
"Brydges, Stacey",CHEM 6B,WI19,411,237,0.912,0.888,5.87,3.23,3.01
"Kummel, Andrew C",CHEM 6B,WI19,246,172,0.821,0.784,7.06,3.1,2.78
"Komor, Alexis C",CHEM 6B,WI19,178,158,0.8320000000000001,0.838,4.99,3.13,2.79
"Crowell, John E",CHEM 6B,WI19,125,65,0.6890000000000001,0.574,6.6,3.03,2.75
"Lam, Tin Yiu",CHEM 6B,WI19,410,254,0.728,0.718,6.44,2.99,2.83
"Young, Mark",CHEM 6B,WI19,182,117,0.655,0.514,7.06,2.85,2.73
"Schnoebelen, Carly Lynn",CHEM 6B,WI19,244,153,0.932,0.966,4.68,3.32,2.72
"Paesani, Francesco",CHEM 6BH,WI19,70,53,0.857,0.9390000000000001,7.26,3.24,3.39
"Ghosh, Partho",CHEM 6C,WI19,185,98,0.779,0.815,6.9,2.78,2.48
"Leigh, Brian",CHEM 7L,WI19,257,139,0.8,0.961,6.12,3.13,3.02
"Leigh, Brian",CHEM 7L,WI19,306,139,0.8640000000000001,0.992,6.23,3.13,3.02
"Leigh, Brian",CHEM 100A,FA18,142,60,0.845,0.9309999999999999,10.3,3.14,3.05
"Crowell, John E",CHEM 105A,FA18,33,8,1.0,0.75,10.75,3.5,3.48
"Crowell, John E",CHEM 105A,FA18,21,7,0.857,1.0,10.79,3.29,3.48
"Ghosh, Gourisankar",CHEM 108,FA18,47,32,0.935,0.867,4.76,3.71,3.61
"Ghosh, Gourisankar",CHEM 108,FA18,48,19,0.875,0.867,4.38,3.82,3.61
"Mrse, Anthony Adrian",CHEM 11,FA18,250,117,0.858,0.919,4.68,3.2,2.76
"Toor, Navtej",CHEM 114A,FA18,286,142,0.765,0.7090000000000001,6.06,3.16,3.12
"Ghosh, Gourisankar",CHEM 114D,FA18,20,8,0.875,0.875,6.25,3.38,3.35
"Galperin, Michael",CHEM 127,FA18,104,39,0.43200000000000005,0.444,9.2,2.76,2.57
"Sinha, Amitabha",CHEM 130,FA18,111,47,0.5329999999999999,0.644,10.02,2.5,2.51
"Ternansky, Robert J.",CHEM 143C,FA18,63,25,0.875,0.9129999999999999,6.58,3.5,3.38
"Theodorakis, Emmanuel",CHEM 152,FA18,59,21,1.0,1.0,4.5,3.1,3.23
"Tor, Yitzhak",CHEM 154,FA18,64,17,0.929,1.0,7.17,3.36,3.49
"Grassian, Vicki Helene",CHEM 171,FA18,77,32,0.897,0.897,4.43,3.31,2.98
"Sullivan, Michael N",CHEM 171,FA18,80,31,0.893,0.821,4.5,3.32,2.98
"Hoeger, Carl",CHEM 4,FA18,332,188,0.75,0.759,6.18,2.6,2.96
"Oconnor, Joseph M.",CHEM 40A,FA18,280,145,0.711,0.736,9.15,2.98,2.52
"Hirschauer, Sonia S",CHEM 40A,FA18,227,130,0.8440000000000001,0.983,7.42,2.92,2.62
"Klosterman, Jeremy K",CHEM 40A,FA18,126,96,0.9159999999999999,0.9470000000000001,7.64,2.97,2.79
"Perrin, Charles L.",CHEM 40A,FA18,232,100,0.75,0.728,8.61,2.98,2.63
"Hoeger, Carl",CHEM 40A,FA18,341,167,0.7859999999999999,0.816,9.47,3.01,3.03
"Theodorakis, Emmanuel",CHEM 40B,FA18,360,134,0.81,0.851,7.64,2.72,2.42
"Albizati, Kim F.",CHEM 40C,FA18,352,115,0.785,0.9329999999999999,8.63,2.97,2.68
"Ternansky, Robert J.",CHEM 43A,FA18,460,194,0.809,0.935,7.69,3.23,3.11
"Hirschauer, Sonia S",CHEM 6A,FA18,281,211,0.92,0.9640000000000001,5.95,2.97,2.67
"Zid, Brian M",CHEM 6A,FA18,413,244,0.94,0.927,5.08,3.2,3.11
"Brydges, Stacey",CHEM 6A,FA18,416,244,0.879,0.905,6.95,3.1,2.83
"Lam, Tin Yiu",CHEM 6A,FA18,389,235,0.9640000000000001,0.9590000000000001,5.4,3.29,3.0
"Lam, Tin Yiu",CHEM 6A,FA18,352,214,0.915,0.92,5.45,3.2,3.0
"Bussey, Thomas J",CHEM 6A,FA18,409,251,0.932,0.9570000000000001,5.94,3.22,3.04
"Crowell, John E",CHEM 6A,FA18,186,105,0.6729999999999999,0.408,6.54,2.82,2.79
"Albizati, Kim F.",CHEM 6A,FA18,407,244,0.934,0.924,5.04,3.5,2.77
"Swift, Robert Vernon",CHEM 6A,FA18,140,80,0.892,0.892,5.11,3.17,2.4
"Tauber, Michael",CHEM 6AH,FA18,114,92,0.775,0.862,8.08,3.09,3.17
"Young, Mark",CHEM 6B,FA18,228,116,0.735,0.779,6.8,2.83,2.63
"Bussey, Thomas J",CHEM 6C,FA18,395,202,0.922,0.995,6.7,3.01,2.49
"Kim, Judy E.",CHEM 7L,FA18,285,149,0.6759999999999999,0.741,6.82,2.99,2.87
"Kim, Judy E.",CHEM 7L,FA18,335,156,0.649,0.721,7.22,2.99,2.87
"Pomeroy, Robert S.",CHEM 100A,SP18,87,40,0.8059999999999999,0.971,9.94,3.22,3.04
"Pomeroy, Robert S.",CHEM 100B,SP18,30,11,0.7,0.8,8.3,3.3,3.02
"Sinha, Amitabha",CHEM 105A,SP18,77,27,0.731,0.9229999999999999,8.96,3.42,3.32
"Jennings, Patricia A.",CHEM 108,SP18,48,18,0.722,0.389,8.28,3.72,3.7
"Jennings, Patricia A.",CHEM 108,SP18,31,11,0.818,0.364,6.68,3.73,3.7
"Wang, Wei",CHEM 11,SP18,242,197,0.8420000000000001,0.888,3.92,3.27,3.13
"Debelouchina, Galia T",CHEM 113,SP18,21,9,0.889,1.0,6.5,3.89,4.0
"Komives, Elizabeth A",CHEM 113,SP18,21,9,0.889,1.0,6.5,3.89,4.0
"Joseph, Simpson",CHEM 114C,SP18,214,67,0.769,0.75,7.39,3.22,2.54
"Amaro, Rommie E",CHEM 118,SP18,194,74,0.875,0.8059999999999999,5.77,3.61,3.42
"Crowell, John E",CHEM 126,SP18,57,16,0.643,0.769,9.3,3.0,2.99
"Yuen Zhou, Joel",CHEM 127,SP18,71,53,0.755,0.943,6.81,3.11,3.47
"Opella, Stanley J",CHEM 13,SP18,60,25,0.625,0.667,3.94,2.8,2.59
"Xiong, Wei",CHEM 132,SP18,72,26,0.846,0.9620000000000001,6.65,3.27,3.06
"Ternansky, Robert J.",CHEM 143B,SP18,77,26,0.9129999999999999,0.75,7.54,3.08,3.38
"Weizman, Haim",CHEM 151,SP18,56,21,0.85,0.85,2.6,3.4,3.47
"Burkart, Michael D",CHEM 157,SP18,45,25,0.792,0.875,5.92,2.95,3.22
"Amaro, Rommie E",CHEM 167,SP18,89,34,0.941,0.882,5.89,3.42,3.27
"Kristensen, Louise J",CHEM 173,SP18,53,18,0.706,0.688,4.38,3.0,3.15
"Dickson, Andrew Gilmore",CHEM 174,SP18,22,9,0.5,0.5,3.0,3.25,2.87
"Hoeger, Carl",CHEM 40A,SP18,242,98,0.773,0.7609999999999999,8.28,2.87,2.73
"Weizman, Haim",CHEM 40B,SP18,386,148,0.727,0.8240000000000001,7.99,2.79,2.75
"Molinski, Tadeusz",CHEM 40B,SP18,101,35,0.433,0.3,8.69,2.28,2.42
"Ternansky, Robert J.",CHEM 40C,SP18,124,56,0.904,0.9420000000000001,8.62,3.15,2.84
"Hoeger, Carl",CHEM 40C,SP18,261,110,0.644,0.767,8.98,2.87,2.86
"Tor, Yitzhak",CHEM 40CH,SP18,72,34,0.97,0.97,7.26,3.47,3.44
"Klosterman, Jeremy K",CHEM 43A,SP18,194,162,0.6809999999999999,0.469,7.74,3.01,3.0
"Klosterman, Jeremy K",CHEM 43A,SP18,193,161,0.591,0.5660000000000001,7.93,3.01,3.0
"Zid, Brian M",CHEM 6A,SP18,100,41,0.872,0.919,6.6,3.05,2.7
"Deshmukh, Lalit",CHEM 6A,SP18,102,64,0.873,0.903,5.61,2.98,2.3
"Bussey, Thomas J",CHEM 6B,SP18,275,125,0.899,0.958,7.19,2.75,2.4
"Albizati, Kim F.",CHEM 6B,SP18,257,118,0.81,0.7979999999999999,6.38,2.97,2.76
"Debelouchina, Galia T",CHEM 6C,SP18,250,214,0.9670000000000001,0.981,5.68,3.22,3.33
"Johnson, Christina A",CHEM 6C,SP18,319,159,0.8540000000000001,0.9259999999999999,7.57,2.98,2.78
"Johnson, Christina A",CHEM 6C,SP18,361,163,0.8540000000000001,0.883,8.0,2.94,2.78
"Lam, Tin Yiu",CHEM 6C,SP18,410,198,0.8809999999999999,0.9470000000000001,6.6,3.25,2.86
"Kubiak, Clifford Paul",CHEM 6CH,SP18,72,37,0.861,0.8059999999999999,5.47,3.49,3.23
"Kim, Judy E.",CHEM 7L,SP18,270,125,0.802,0.792,7.13,3.19,3.01
"Kim, Judy E.",CHEM 7L,SP18,270,107,0.8,0.82,6.6,3.44,3.01
"Bussey, Thomas J",CHEM 96,SP18,23,13,1.0,1.0,3.12,4.0,3.7
"Pena, Ignacio Lopez",CHEM 100A,WI18,81,52,0.26,0.245,12.38,3.2,2.84
"Pomeroy, Robert S.",CHEM 100B,WI18,23,12,0.75,0.917,7.17,2.92,2.87
"Crowell, John E",CHEM 105A,WI18,31,12,0.5,0.583,9.0,3.08,3.05
"McHugh, Colleen A",CHEM 109,WI18,29,9,0.75,1.0,11.5,3.22,2.98
"Johnson, Christina A",CHEM 109,WI18,41,15,0.846,1.0,12.81,3.31,3.21
"Thiemens, Mark H",CHEM 111,WI18,60,24,0.81,0.81,4.4,3.45,2.94
"Muller, Ulrich K.",CHEM 114A,WI18,90,34,0.8440000000000001,0.875,6.19,3.41,2.58
"Komives, Elizabeth A",CHEM 114B,WI18,201,86,0.925,0.9620000000000001,6.7,3.33,3.32
"Huang, Xuemei",CHEM 12,WI18,73,35,0.727,0.848,5.03,3.11,3.33
"Sailor, Michael Joseph",CHEM 120B,WI18,122,54,0.94,0.98,5.58,3.34,3.21
"Paesani, Francesco",CHEM 126,WI18,163,69,0.821,0.985,7.49,2.94,2.83
"Weare, John H.",CHEM 131,WI18,85,36,0.371,0.257,5.81,2.97,3.08
"Ternansky, Robert J.",CHEM 143B,WI18,94,47,0.7909999999999999,0.7909999999999999,6.95,3.11,3.41
"Devaraj, Neal Krishna",CHEM 168,WI18,135,45,0.857,0.8290000000000001,5.14,3.45,3.06
"Pomeroy, Robert S.",CHEM 172,WI18,63,27,0.92,0.958,5.62,2.81,2.8
"Bertrand, Guy",CHEM 40A,WI18,362,196,0.9359999999999999,0.9840000000000001,6.05,3.39,2.84
"Albizati, Kim F.",CHEM 40A,WI18,340,134,0.9209999999999999,0.968,7.17,3.02,2.69
"Ternansky, Robert J.",CHEM 40B,WI18,110,69,0.7879999999999999,0.9229999999999999,9.06,2.84,2.73
"Hoeger, Carl",CHEM 40B,WI18,168,85,0.838,0.9620000000000001,8.7,2.96,2.81
"Schmidt, Valerie A",CHEM 40B,WI18,361,327,0.865,0.9570000000000001,8.15,3.08,3.16
"Weizman, Haim",CHEM 40B,WI18,272,139,0.835,0.917,8.42,2.9,2.69
"Weizman, Haim",CHEM 40BH,WI18,54,33,0.9690000000000001,0.9690000000000001,7.81,3.44,3.62
"Godula, Kamil",CHEM 40C,WI18,201,183,0.754,0.8740000000000001,8.23,3.01,2.8
"Klosterman, Jeremy K",CHEM 43A,WI18,202,121,0.736,0.598,8.34,3.23,2.86
"Klosterman, Jeremy K",CHEM 43A,WI18,192,114,0.67,0.486,8.44,3.08,2.86
"Schimpf, Alina M",CHEM 6A,WI18,413,318,0.946,0.917,5.56,3.12,2.33
"Tezcan, Faik",CHEM 6A,WI18,292,199,0.867,0.8859999999999999,5.77,2.76,2.35
"Komor, Alexis C",CHEM 6B,WI18,241,154,0.8079999999999999,0.713,6.3,2.91,2.53
"Kummel, Andrew C",CHEM 6B,WI18,142,81,0.8440000000000001,0.792,7.11,3.11,2.78
"Hoeger, Carl",CHEM 6B,WI18,306,216,0.841,0.782,7.4,2.87,2.91
"Johnson, Christina A",CHEM 6B,WI18,412,269,0.904,0.919,8.16,3.1,3.04
"Crowell, John E",CHEM 6B,WI18,167,98,0.758,0.618,6.19,3.11,2.71
"Lam, Tin Yiu",CHEM 6B,WI18,380,240,0.9009999999999999,0.937,6.54,3.32,3.07
"Paesani, Francesco",CHEM 6BH,WI18,63,38,0.914,1.0,6.33,3.29,3.48
"Ghosh, Partho",CHEM 6C,WI18,182,104,0.755,0.653,7.07,2.92,2.31
"Cohen, Seth M",CHEM 7L,WI18,313,178,0.782,0.914,6.18,3.27,3.04
"Cohen, Seth M",CHEM 7L,WI18,279,154,0.7879999999999999,0.924,6.55,3.31,3.04
"Pena, Ignacio Lopez",CHEM 100A,FA17,94,43,0.419,0.605,11.12,2.98,2.81
"Crowell, John E",CHEM 105A,FA17,41,14,0.857,1.0,9.93,3.29,2.98
"Ghosh, Gourisankar",CHEM 108,FA17,48,24,1.0,0.85,3.98,3.65,3.6
"Ghosh, Gourisankar",CHEM 108,FA17,46,11,1.0,0.818,5.23,3.82,3.6
"Mrse, Anthony Adrian",CHEM 11,FA17,210,89,0.877,0.877,5.42,3.24,2.79
"Toor, Navtej",CHEM 114A,FA17,233,101,0.722,0.573,6.26,3.14,2.96
"Ghosh, Gourisankar",CHEM 114D,FA17,29,6,0.833,1.0,6.5,3.67,3.55
"Rinehart, Jeffrey Dennis",CHEM 120A,FA17,250,100,0.856,0.958,6.11,3.24,3.19
"Galperin, Michael",CHEM 127,FA17,119,48,0.37799999999999995,0.489,7.61,2.76,2.62
"Sinha, Amitabha",CHEM 130,FA17,94,41,0.775,0.875,7.45,3.15,2.76
"Ternansky, Robert J.",CHEM 143C,FA17,66,33,0.8390000000000001,0.9,6.13,2.97,3.4
"Theodorakis, Emmanuel",CHEM 152,FA17,59,20,0.8420000000000001,0.8420000000000001,4.1,3.45,3.15
"Tor, Yitzhak",CHEM 154,FA17,60,25,0.792,0.875,6.83,3.17,3.11
"Grassian, Vicki Helene",CHEM 171,FA17,80,38,0.895,0.9470000000000001,4.66,3.29,2.96
"Ray, Amelia W",CHEM 171,FA17,80,37,0.892,0.973,4.66,3.27,2.96
"Hoeger, Carl",CHEM 4,FA17,310,172,0.768,0.785,6.78,2.58,2.92
"Oconnor, Joseph M.",CHEM 40A,FA17,319,151,0.84,0.787,10.49,2.97,2.53
"Yang, Jerry",CHEM 40A,FA17,105,45,0.75,0.682,8.41,2.98,2.66
"Klosterman, Jeremy K",CHEM 40A,FA17,137,63,0.733,0.65,8.3,2.76,2.62
"Perrin, Charles L.",CHEM 40A,FA17,341,146,0.737,0.809,8.31,2.92,2.45
"Hoeger, Carl",CHEM 40A,FA17,317,142,0.8109999999999999,0.838,9.63,3.06,3.02
"Theodorakis, Emmanuel",CHEM 40B,FA17,135,67,0.8,0.862,8.78,3.0,2.67
"Weizman, Haim",CHEM 40B,FA17,224,85,0.924,0.9109999999999999,7.23,3.22,2.79
"Albizati, Kim F.",CHEM 40C,FA17,277,119,0.777,0.9279999999999999,7.69,3.18,2.72
"Ternansky, Robert J.",CHEM 43A,FA17,413,230,0.778,0.862,7.43,3.29,3.08
"Bussey, Thomas J",CHEM 6A,FA17,404,219,0.9309999999999999,0.955,6.27,3.02,2.98
"Lam, Tin Yiu",CHEM 6A,FA17,375,212,0.872,0.898,5.8,3.11,3.13
"Lam, Tin Yiu",CHEM 6A,FA17,405,259,0.91,0.852,5.88,3.13,3.13
"Johnson, Christina A",CHEM 6A,FA17,419,261,0.951,0.958,6.85,3.21,3.05
"Johnson, Christina A",CHEM 6A,FA17,418,249,0.9,0.929,7.11,2.94,3.05
"Ray, Amelia W",CHEM 6A,FA17,415,265,0.977,0.9840000000000001,5.5,3.49,3.18
"Crowell, John E",CHEM 6A,FA17,205,105,0.6970000000000001,0.485,6.78,3.01,2.81
"Holland, Ryan Lynn",CHEM 6A,FA17,149,89,0.9,0.75,5.32,3.63,3.24
"Tauber, Michael",CHEM 6AH,FA17,106,66,0.594,0.73,8.5,2.97,3.26
"Buyanin, Alex",CHEM 6B,FA17,190,90,0.705,0.69,7.57,3.0,2.71
"Bussey, Thomas J",CHEM 6C,FA17,356,175,0.951,0.981,7.71,3.05,2.59
"Kim, Judy E.",CHEM 7L,FA17,301,133,0.659,0.626,7.32,3.15,2.91
"Kim, Judy E.",CHEM 7L,FA17,299,140,0.618,0.537,8.34,3.01,2.91
"Tauber, Michael",CHEM 100A,SP17,82,39,0.568,0.595,11.42,3.19,2.95
"Sinha, Amitabha",CHEM 105A,SP17,69,29,0.5770000000000001,0.769,8.19,3.29,3.35
"Jennings, Patricia A.",CHEM 108,SP17,45,14,1.0,0.833,7.95,3.67,3.34
"Huang, Xuemei",CHEM 108,SP17,24,10,1.0,1.0,6.5,3.33,3.28
"Wang, Wei",CHEM 11,SP17,204,145,0.8109999999999999,0.79,4.59,3.35,3.0
"Joseph, Simpson",CHEM 114C,SP17,191,56,0.86,0.84,6.24,3.14,2.71
"Cohen, Seth M",CHEM 125,SP17,21,13,0.833,0.917,6.32,3.08,2.97
"Tezcan, Faik",CHEM 125,SP17,21,12,0.818,0.909,6.3,3.09,2.97
"Crowell, John E",CHEM 126,SP17,63,28,0.778,0.9259999999999999,6.58,3.5,3.02
"Ray, Amelia W",CHEM 127,SP17,90,40,0.895,0.9740000000000001,6.66,3.42,2.91
"Galperin, Michael",CHEM 132,SP17,49,23,0.609,0.9129999999999999,8.85,2.82,2.61
"Hoeger, Carl",CHEM 140A,SP17,242,93,0.856,0.878,8.22,2.99,2.85
"Weizman, Haim",CHEM 140B,SP17,343,145,0.8170000000000001,0.863,7.99,2.92,2.93
"Schmidt, Valerie A",CHEM 140B,SP17,357,155,0.7609999999999999,0.8170000000000001,8.27,2.91,3.31
"Hermann, Thomas",CHEM 140C,SP17,228,89,0.871,0.882,7.23,3.2,2.81
"Albizati, Kim F.",CHEM 140C,SP17,358,116,0.7909999999999999,0.9179999999999999,8.37,3.09,2.69
"Tor, Yitzhak",CHEM 140CH,SP17,63,33,0.938,0.9059999999999999,6.38,3.68,3.71
"Ternansky, Robert J.",CHEM 143A,SP17,418,173,0.82,0.851,6.53,3.24,3.09
"Ternansky, Robert J.",CHEM 143B,SP17,58,18,0.706,0.882,8.5,2.71,3.23
"Weizman, Haim",CHEM 151,SP17,76,33,0.9390000000000001,0.97,3.59,3.53,3.48
"Burkart, Michael D",CHEM 157,SP17,61,29,0.893,0.9640000000000001,5.71,3.29,3.15
"Baker, Timothy Stanley",CHEM 164,SP17,22,8,0.75,1.0,4.5,3.0,2.84
"Amaro, Rommie E",CHEM 167,SP17,99,37,0.935,0.968,5.34,3.47,3.53
"Evan, Amato Tomas",CHEM 173,SP17,35,15,0.867,0.8,4.93,3.5,3.31
"Prather, Kimberly A",CHEM 173,SP17,35,15,0.867,0.867,5.07,3.5,3.31
"Ramanathan, Veerabhadran",CHEM 173,SP17,35,15,0.867,0.8,4.93,3.5,3.31
"Dickson, Andrew Gilmore",CHEM 174,SP17,28,15,0.7140000000000001,0.7140000000000001,5.64,2.92,2.94
"Tezcan, Faik",CHEM 6A,SP17,161,68,0.7909999999999999,0.821,6.26,2.73,2.13
"Hoeger, Carl",CHEM 6B,SP17,269,133,0.885,0.91,8.12,2.78,2.89
"Trogler, William C",CHEM 6B,SP17,261,127,0.828,0.741,7.05,2.94,2.65
"Lam, Tin Yiu",CHEM 6C,SP17,288,142,0.9159999999999999,0.87,6.94,3.22,2.95
"Brydges, Stacey",CHEM 6C,SP17,364,166,0.898,0.924,6.36,3.32,3.18
"Johnson, Christina A",CHEM 6C,SP17,272,130,0.8859999999999999,0.894,8.14,3.08,2.83
"Johnson, Christina A",CHEM 6C,SP17,393,186,0.83,0.8690000000000001,8.42,2.98,2.83
"Kim, Judy E.",CHEM 7L,SP17,283,136,0.667,0.465,6.74,3.07,2.94
"Kim, Judy E.",CHEM 7L,SP17,241,100,0.701,0.474,6.67,3.1,2.94
"Brydges, Stacey",CHEM 7LM,SP17,90,48,0.8859999999999999,0.932,9.34,3.42,3.57
"Tauber, Michael",CHEM 100A,WI17,86,48,0.467,0.489,9.3,3.02,2.92
"Pomeroy, Robert S.",CHEM 100B,WI17,20,4,1.0,1.0,11.0,3.67,2.62
"Crowell, John E",CHEM 105A,WI17,33,14,0.583,0.833,9.83,2.92,2.94
"Johnson, Christina A",CHEM 109,WI17,37,14,0.833,0.917,10.83,2.58,3.31
"Johnson, Christina A",CHEM 109,WI17,20,10,0.778,1.0,10.72,3.22,3.31
"Muller, Ulrich K.",CHEM 114A,WI17,107,39,0.9229999999999999,0.846,6.18,3.19,2.49
"Komives, Elizabeth A",CHEM 114B,WI17,154,56,0.963,1.0,7.82,3.21,3.15
"Amaro, Rommie E",CHEM 118,WI17,178,64,0.9840000000000001,0.9840000000000001,5.21,3.56,3.49
"Hoeger, Carl",CHEM 12,WI17,84,39,0.821,0.897,5.24,3.0,3.34
"Figueroa, Joshua",CHEM 120A,WI17,97,38,0.865,0.946,7.61,3.24,2.61
"Sailor, Michael Joseph",CHEM 120B,WI17,79,42,0.976,0.976,6.45,3.44,3.09
"Xiong, Wei",CHEM 126,WI17,153,55,0.38,0.58,8.5,2.94,2.88
"Weare, John H.",CHEM 131,WI17,63,30,0.379,0.10300000000000001,8.98,2.59,3.08
"Bertrand, Guy",CHEM 140A,WI17,365,194,0.968,0.978,6.51,3.41,2.83
"Gianneschi, Nathan",CHEM 140A,WI17,263,123,0.7390000000000001,0.713,8.52,2.84,2.6
"Albizati, Kim F.",CHEM 140B,WI17,404,184,0.845,0.92,8.38,3.05,2.77
"Ternansky, Robert J.",CHEM 140B,WI17,128,68,0.9259999999999999,0.941,9.31,2.88,2.67
"Hoeger, Carl",CHEM 140B,WI17,201,99,0.8190000000000001,0.9359999999999999,9.73,3.02,2.86
"Albizati, Kim F.",CHEM 140B,WI17,221,89,0.805,0.902,9.53,3.03,2.77
"Weizman, Haim",CHEM 140BH,WI17,76,35,0.9229999999999999,0.9229999999999999,7.35,3.65,3.65
"Godula, Kamil",CHEM 140C,WI17,203,193,0.855,0.8759999999999999,7.36,2.96,2.47
"Weizman, Haim",CHEM 143A,WI17,449,200,0.7809999999999999,0.82,6.88,3.2,2.98
"Ternansky, Robert J.",CHEM 143B,WI17,74,35,0.765,0.912,7.62,3.15,3.32
"Devaraj, Neal Krishna",CHEM 168,WI17,63,25,0.917,0.958,4.5,3.52,3.36
"Estillore, Armando D",CHEM 171,WI17,82,35,0.909,0.909,5.05,3.32,2.95
"Grassian, Vicki Helene",CHEM 171,WI17,81,34,0.9059999999999999,0.875,5.13,3.3,2.95
"Schimpf, Alina M",CHEM 6A,WI17,375,175,0.866,0.637,6.44,3.03,2.59
"Zid, Brian M",CHEM 6A,WI17,191,97,0.826,0.6409999999999999,6.81,2.85,2.71
"Buyanin, Alex",CHEM 6B,WI17,345,223,0.828,0.612,7.07,2.82,2.55
"Kummel, Andrew C",CHEM 6B,WI17,211,111,0.9209999999999999,0.812,6.6,3.21,2.69
"Lam, Tin Yiu",CHEM 6B,WI17,285,148,0.91,0.903,7.2,3.27,2.86
"Bussey, Thomas J",CHEM 6B,WI17,407,209,0.9229999999999999,0.9179999999999999,6.35,3.23,2.73
"Johnson, Christina A",CHEM 6B,WI17,426,232,0.9359999999999999,0.9179999999999999,7.89,3.13,3.05
"Crowell, John E",CHEM 6B,WI17,195,76,0.8059999999999999,0.556,7.53,2.94,2.73
"Paesani, Francesco",CHEM 6BH,WI17,88,69,0.818,0.97,7.75,3.25,3.45
"Brydges, Stacey",CHEM 6C,WI17,173,79,0.8590000000000001,0.872,6.37,3.22,2.87
"Cohen, Seth M",CHEM 7L,WI17,260,158,0.888,0.9470000000000001,4.71,3.52,3.49
"Cohen, Seth M",CHEM 7L,WI17,269,154,0.951,0.972,5.06,3.54,3.49
"Shaheen, Robina",CHEM 100A,FA16,95,53,0.6459999999999999,0.125,8.12,3.17,3.18
"Crowell, John E",CHEM 105A,FA16,29,11,0.727,0.818,10.5,2.73,3.0
"Ghosh, Gourisankar",CHEM 108,FA16,73,39,0.9470000000000001,0.816,5.76,3.45,3.48
"Mrse, Anthony Adrian",CHEM 11,FA16,202,86,0.705,0.769,5.06,3.13,3.17
"Toor, Navtej",CHEM 114A,FA16,232,113,0.892,0.7120000000000001,6.65,3.29,2.9
